gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,960,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,534,1,3.4042,flydsl_hgemm_abf16_wbf16_bf16_t16x32x128x5_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,36.96,399.47
gfx950,256,992,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,534,1,3.4306,flydsl_hgemm_abf16_wbf16_bf16_t16x32x128x5_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,37.9,408.33
gfx950,256,1024,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,602,1,3.3863,flydsl_hgemm_abf16_wbf16_bf16_t16x32x64x8_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,39.64,425.77
gfx950,256,1088,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1077,1,3.6498,flydsl_hgemm_abf16_wbf16_bf16_t32x32x64x8_ks1_w2x1x1_bias0_ktail0_gm0_pft_gfx950,0.0,39.07,417.48
gfx950,256,1152,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,694,1,3.6615,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x6_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,41.24,438.52
gfx950,256,1216,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,637,1,3.7276,flydsl_hgemm_abf16_wbf16_bf16_t16x64x128x4_ks1_w1x4x1_bias0_ktail0_gm0_pft_gfx950,0.0,42.76,452.72
gfx950,256,1280,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,698,1,3.6762,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x8_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,45.64,481.33
gfx950,256,1344,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,692,1,3.6938,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x6_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,47.69,501.22
gfx950,256,1408,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1138,1,3.7318,flydsl_hgemm_abf16_wbf16_bf16_t32x32x64x8_ks1_w2x1x1_bias0_ktail0_gm0_pft_gfx950,0.0,49.45,518.06
gfx950,256,1472,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,689,1,3.7527,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x9_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,51.41,537.01
gfx950,256,1536,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,689,1,3.7548,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x9_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,53.62,558.53
gfx950,256,1600,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,689,1,3.7725,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x9_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,55.59,577.62
gfx950,256,1664,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,681,1,3.7738,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x6_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,57.79,599.13
gfx950,256,1728,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,687,1,3.8646,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x8_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,58.61,606.25
gfx950,256,1792,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1129,1,3.913,flydsl_hgemm_abf16_wbf16_bf16_t32x32x64x7_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,60.03,619.69
gfx950,256,1856,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,689,1,3.9295,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x9_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,61.91,637.93
gfx950,256,1920,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1126,1,4.0664,flydsl_hgemm_abf16_wbf16_bf16_t32x32x64x6_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,61.89,636.6
gfx950,256,1984,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,689,1,4.0672,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x9_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,63.94,656.62
gfx950,256,2048,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1197,1,4.061,flydsl_hgemm_abf16_wbf16_bf16_t32x32x64x7_ks1_w2x1x1_bias0_ktail0_gm0_pft_gfx950,0.0,66.1,677.79
gfx950,256,4096,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1345,1,4.7457,flydsl_hgemm_abf16_wbf16_bf16_t32x64x64x6_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,113.13,1132.38
gfx950,256,6144,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1369,1,5.8166,flydsl_hgemm_abf16_wbf16_bf16_t48x64x128x3_ks1_w1x4x1_bias0_ktail0_gm4_pft_gfx950,0.0,138.45,1374.58
gfx950,256,8192,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1998,1,6.0395,flydsl_hgemm_abf16_wbf16_bf16_t64x64x64x4_ks1_w4x1x1_bias0_ktail0_gm0_pft_gfx950,0.0,177.79,1757.9
gfx950,256,10240,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1942,1,7.0435,flydsl_hgemm_abf16_wbf16_bf16_t96x64x64x5_ks1_w2x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,190.56,1879.5
gfx950,256,12288,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,854,1,7.2131,flydsl_hgemm_abf16_wbf16_bf16_t48x128x128x3_ks1_w1x4x1_bias0_ktail0_gm0_pft_gfx950,0.0,223.29,2198.74
gfx950,256,14336,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,986,1,7.61,flydsl_hgemm_abf16_wbf16_bf16_t64x128x64x4_ks1_w2x4x1_bias0_ktail0_gm0_pft_gfx950,0.0,246.92,2428.54
gfx950,256,16384,128,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,315,1,8.1032,flydsl_hgemm_abf16_wbf16_bf16_t128x64x64x4_ks1_w4x1x1_bias0_ktail0_gm4_pft_gfx950,0.0,265.02,2604.23
gfx950,256,32768,128,512,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,10.7521,native,0.0,399.45,3913.11
gfx950,256,1,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,1,6,11.4605,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,0.91,916.02
gfx950,256,2,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,1,6,11.3041,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,1.86,929.78
gfx950,256,4,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,1,6,11.3126,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,3.71,931.25
gfx950,256,6,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,1,7,11.3455,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,5.55,930.72
gfx950,256,8,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,1,5,11.512,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,7.29,919.39
gfx950,256,12,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,1,5,11.4806,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,10.96,926.19
gfx950,256,16,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,1,6,11.4153,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,14.7,935.79
gfx950,256,24,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,1,6,11.6227,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,21.65,927.55
gfx950,256,32,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,1,6,11.5704,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,29.0,940.24
gfx950,256,48,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,1,5,11.6187,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,43.32,953.26
gfx950,256,64,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,1,7,11.9077,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,56.36,946.63
gfx950,256,96,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,1,5,11.9062,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0,84.55,979.78
gfx950,256,128,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,3,5,12.0612,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0,111.28,999.79
gfx950,256,192,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,5,5,12.5933,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0,159.87,1019.99
gfx950,256,256,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,8,5,15.92,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0,168.62,856.25
gfx950,256,288,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,5,3,16.3662,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0,184.52,856.93
gfx950,256,384,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,8,4,18.1796,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0,221.49,836.34
gfx950,256,512,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,5,2,22.3187,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0,240.55,751.71
gfx950,256,768,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,8,2,26.9206,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0,299.14,740.06
gfx950,256,1024,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,6,1,34.1862,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,314.09,674.79
gfx950,256,1536,1024,5120,False,torch.bfloat16,torch.float32,False,False,asm,9,1,39.8045,_ZN5aiter37bf16gemm_fp32bf16_tn_96x64_pf3_splitkE,0.0,404.63,737.61
gfx950,256,2048,1024,5120,False,torch.bfloat16,torch.float32,False,False,opus,1404,0,51.4963,opus_gemm_mono_tile_512x64x128x64_2x4_16x16x32_0x0x0_nooob,0.0,417.02,692.31
gfx950,256,4096,1024,5120,False,torch.bfloat16,torch.float32,False,False,opus,6403,0,61.5786,opus_gemm_mono_tile_512x128x128x64_2x4_16x16x32_0x0x0_nooob_4g_safe,0.0,697.48,987.64
gfx950,256,8192,1024,5120,False,torch.bfloat16,torch.float32,False,False,opus,1401,0,88.734,opus_gemm_mono_tile_512x128x256x64_2x4_16x16x32_0x0x0_nooob,0.0,968.05,1252.61
gfx950,256,16384,1024,5120,False,torch.bfloat16,torch.float32,False,False,opus,312,0,141.2516,opus_gemm_persistent_512x256x256x64_2x4_16x16x32_0x0x0_cA0cB0,0.0,1216.26,1499.54
gfx950,256,1,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,187,1,53.5648,flydsl_hgemm_abf16_wbf16_bf16_t16x64x64x9_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,6.18,6180.02
gfx950,256,2,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,53.2414,native,0.0,12.43,6218.97
gfx950,256,4,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,115,1,54.2639,flydsl_hgemm_abf16_wbf16_bf16_t16x32x64x9_ks1_w1x2x1_bias0_ktail0_gm0_pft_gfx950,0.0,24.4,6104.54
gfx950,256,8,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,54.6791,native,0.0,48.42,6063.67
gfx950,256,16,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,8,1,54.6266,flydsl_hgemm_abf16_wbf16_bf16_t16x128x128x3_ks1_w1x4x1_bias0_ktail0_gm0_pft_gfx950,0.0,96.94,6080.46
gfx950,256,32,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,128,1,55.7109,flydsl_hgemm_abf16_wbf16_bf16_t32x128x128x3_ks1_w1x4x2_bias0_ktail0_gm0_pft_gfx950,0.0054,190.1,5983.62
gfx950,256,48,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,461,1,57.164,flydsl_hgemm_abf16_wbf16_bf16_t64x128x128x3_ks1_w2x4x1_bias0_ktail0_gm0_pft_gfx950,0.0,277.9,5852.48
gfx950,256,64,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,369,1,58.1616,flydsl_hgemm_abf16_wbf16_bf16_t64x128x128x3_ks1_w2x2x2_bias0_ktail0_gm0_pft_gfx950,0.0053,364.18,5772.69
gfx950,256,80,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,59.9869,native,0.0,441.37,5617.01
gfx950,256,96,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4,1,65.5652,flydsl_hgemm_abf16_wbf16_bf16_t128x128x128x2_ks1_w2x4x1_bias0_ktail0_gm0_pht_gfx950,0.0,484.58,5157.39
gfx950,256,112,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1,1,68.8229,flydsl_hgemm_abf16_wbf16_bf16_t128x128x128x2_ks1_w2x2x1_bias0_ktail0_gm0_pht_gfx950,0.0,538.59,4930.68
gfx950,256,128,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4,1,70.1556,flydsl_hgemm_abf16_wbf16_bf16_t128x128x128x2_ks1_w2x4x1_bias0_ktail0_gm0_pht_gfx950,0.0,603.84,4854.09
gfx950,256,144,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,73.3797,native,0.0,649.47,4657.14
gfx950,256,160,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,75.2834,native,0.0,703.38,4555.29
gfx950,256,176,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,87.4774,native,0.0,665.87,3934.0
gfx950,256,192,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,88.0023,native,0.0,722.07,3924.14
gfx950,256,208,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,82.5931,native,0.0,833.47,4195.65
gfx950,256,224,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,85.9586,native,0.0,862.44,4045.32
gfx950,256,240,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,97.0092,native,0.0,818.78,3596.85
gfx950,256,256,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,97.5478,native,0.0,868.55,3589.28
gfx950,256,288,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,109.9335,native,0.0,867.03,3206.69
gfx950,256,320,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,106.4913,native,0.0,994.51,3332.84
gfx950,256,352,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,121.9434,native,0.0,955.33,2930.17
gfx950,256,384,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,118.3804,native,0.0,1073.55,3038.6
gfx950,256,416,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,41,1,135.8811,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm0_pht_gfx950,0.0,1013.22,2664.88
gfx950,256,448,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,126.17,native,0.0,1175.15,2888.98
gfx950,256,480,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,41,1,146.5565,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm0_pht_gfx950,0.0,1083.95,2503.47
gfx950,256,512,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,41,1,141.1535,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm0_pht_gfx950,0.0,1200.47,2616.27
gfx950,256,544,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,181.0738,native,0.0,994.29,2052.71
gfx950,256,576,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,174.107,native,0.0,1094.91,2148.61
gfx950,256,608,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,189.6008,native,0.0,1061.29,1985.67
gfx950,256,640,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,195.2692,native,0.0,1084.72,1940.3
gfx950,256,672,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,195.0068,native,0.0,1140.49,1955.19
gfx950,256,704,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,222.2063,native,0.0,1048.55,1726.65
gfx950,256,736,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,211.5594,native,0.0,1151.38,1824.87
gfx950,256,768,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,217.9356,native,0.0,1166.28,1782.47
gfx950,256,800,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,254.5379,native,0.0,1040.18,1535.57
gfx950,256,832,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,251.8981,native,0.0,1093.12,1561.17
gfx950,256,864,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,242.7066,native,0.0,1178.16,1630.17
gfx950,256,896,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,246.6192,native,0.0,1202.41,1614.02
gfx950,256,928,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,75,1,268.3735,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm0_pht_gfx950,0.0,1144.4,1492.12
gfx950,256,960,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,75,1,270.017,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm0_pht_gfx950,0.0,1176.66,1491.91
gfx950,256,992,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,254.7304,native,0.0,1288.85,1590.85
gfx950,256,1024,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,252.1347,native,0.0,1344.12,1616.73
gfx950,256,1088,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,316.5419,native,0.0,1137.55,1302.91
gfx950,256,1152,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,311.2341,native,0.0,1225.0,1340.53
gfx950,256,1216,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,41,1,364.6686,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm0_pht_gfx950,0.0,1103.59,1157.24
gfx950,256,1280,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,345.3252,native,0.0,1226.74,1235.95
gfx950,256,1344,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,347.793,native,0.0,1278.94,1240.96
gfx950,256,1408,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,419.3344,native,0.0,1111.25,1040.67
gfx950,256,1472,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,368.565,native,0.0,1321.8,1197.02
gfx950,256,1536,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,363.8137,native,0.0,1397.28,1225.83
gfx950,256,1600,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,502.6321,native,0.0,1053.52,896.81
gfx950,256,1664,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,488.1044,native,0.0,1128.27,933.32
gfx950,256,1728,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,453.0846,native,0.0,1262.22,1016.03
gfx950,256,1792,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,461.2536,native,0.0,1285.79,1008.43
gfx950,256,1856,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,556.5318,native,0.0,1103.72,844.4
gfx950,256,1920,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,556.4617,native,0.0,1141.92,853.12
gfx950,256,1984,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,473.4698,native,0.0,1386.82,1012.78
gfx950,256,2048,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,83,1,461.1483,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm4_pht_gfx950,0.0,1469.81,1050.23
gfx950,256,4096,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1,1,910.5759,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm4_pht_gfx950,0.0,1488.73,700.29
gfx950,256,6144,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1,1,1371.1079,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm4_pht_gfx950,0.0,1483.03,576.92
gfx950,256,8192,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1,1,1802.81,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm4_pht_gfx950,0.0,1503.87,523.83
gfx950,256,10240,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,2413.713,native,0.0,1404.06,454.79
gfx950,256,12288,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1,1,2684.2733,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm4_pht_gfx950,0.0,1515.05,466.08
gfx950,256,14336,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,3222.8761,native,0.0,1472.16,435.77
gfx950,256,16384,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1,1,3567.6055,flydsl_hgemm_abf16_wbf16_bf16_t256x256x64x2_ks1_w2x4x1_bias0_ktail0_gm4_pht_gfx950,0.0,1519.9,436.65
gfx950,256,32768,32320,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,7694.8109,native,0.0,1409.36,361.88
